organization_id,organization_name,alias,organization_type,registration_number,address,city,state,country,industry,status,source_id,confidence_score,created_at,updated_at
O0142,Khan Logistics,,Retail Business,REG894360,"74, Tata Zila",Pune,Maharashtra,India,Hospitality,Inactive,SRC026,0.87,2025-12-17 23:15:43,2026-01-01 15:15:43
O0143,Sharma Trading,,Hospitality Business,REG557086,"01, Singhal Nagar",Ujjain,Madhya Pradesh,India,Hospitality,Under Review,SRC021,0.9,2026-07-12 02:38:27,2026-08-02 19:38:27
O0144,Chauhan Solutions,,Security Agency,REG618219,"05, Mandal Ganj",Bhopal,Madhya Pradesh,India,Hospitality,Inactive,SRC003,0.97,2025-12-27 08:31:38,2026-01-25 11:31:38
O0145,Shah Solutions,,Transport Company,REG249239,"H.No. 81, Patil Marg",Hyderabad,Telangana,India,Technology,Under Review,SRC020,0.82,2026-06-14 18:13:17,2026-06-17 09:13:17
O0146,Jain Transport,,Security Agency,REG253759,"61/846, Tak Road",Indore,Madhya Pradesh,India,Manufacturing,Inactive,SRC006,0.83,2025-01-01 05:39:14,2026-07-28 11:17:12
O0147,Saxena Transport,,Transport Company,REG809890,"64, Bal Marg",Surat,Gujarat,India,Manufacturing,Inactive,SRC007,0.91,2024-07-17 05:06:10,2024-12-31 16:25:11
O0148,Jain Transport,,Manufacturing Firm,REG453178,"24/286, Gokhale Marg",Kota,Rajasthan,India,Transport,Active,SRC007,0.91,2024-05-19 18:23:45,2024-06-15 22:23:45
O0149,Joshi Industries,,Hospitality Business,REG479892,"H.No. 736, Nayar Marg",Vadodara,Gujarat,India,Hospitality,Under Review,SRC021,0.87,2026-08-11 10:14:07,2026-09-04 23:59:59
O0150,Rathore Logistics,,Transport Company,REG132832,"06/07, Tank Street",Ujjain,Madhya Pradesh,India,Logistics,Active,SRC024,0.96,2025-10-24 05:27:48,2026-01-07 07:17:23
O0151,Singh Solutions,,Consultancy,REG313934,"57, Borde Marg",Indore,Madhya Pradesh,India,Hospitality,Under Review,SRC013,0.84,2026-07-06 02:45:53,2026-07-16 09:45:53
O0152,Saxena Solutions,,Consultancy,REG314840,"57, Saha Zila",Dewas,Madhya Pradesh,India,Finance,Active,SRC024,0.84,2024-09-05 06:13:37,2026-05-23 16:00:10
O0153,Yadav Enterprises,,Manufacturing Firm,REG168484,"12, Kumer Ganj",Lucknow,Uttar Pradesh,India,Hospitality,Under Review,SRC013,0.8,2026-04-17 19:06:36,2026-05-11 14:06:36
O0154,Shah Logistics,Org-0154,Logistics Company,REG417051,"H.No. 72, Lala Road",Gwalior,Madhya Pradesh,India,Hospitality,Inactive,SRC024,0.98,2025-08-01 14:27:22,2025-08-20 06:27:22
O0155,Yadav Trading,,Construction Company,REG533429,"H.No. 82, Char Marg",Indore,Madhya Pradesh,India,Transport,Inactive,SRC030,0.94,2024-10-20 02:51:46,2025-05-26 03:05:46
O0156,Shah Solutions,,Consultancy,REG639070,"H.No. 995, Varghese Chowk",Kanpur,Uttar Pradesh,India,Technology,Under Review,SRC012,0.92,2026-02-23 21:38:07,2026-07-26 17:38:15
O0157,Mehta Services,,Logistics Company,REG925116,"807, Kant Nagar",Nagpur,Maharashtra,India,Logistics,Under Review,SRC007,0.89,2025-09-06 22:31:57,2025-12-29 12:12:58
O0158,Agarwal Industries,,Retail Business,REG769516,"67, Oak Nagar",Kota,Rajasthan,India,Retail,Active,SRC010,0.87,2024-07-07 01:16:11,2024-08-29 17:42:39
O0159,Jain Solutions,,Hospitality Business,REG702562,"51/98, Rajan Ganj",Gurugram,Haryana,India,Transport,Inactive,SRC030,0.89,2024-02-25 22:55:04,2025-07-07 07:10:33
O0160,Jain Transport,,NGO,REG159726,"H.No. 98, Patla",Mumbai,Maharashtra,India,Technology,Active,SRC017,0.98,2025-02-09 10:37:11,2025-07-10 13:22:37
O0161,Joshi Services,,Trading Firm,REG679994,"H.No. 308, Sastry",Indore,Madhya Pradesh,India,Construction,Inactive,SRC018,0.95,2026-05-01 02:06:58,2026-05-09 11:06:58
O0162,Yadav Services,Org-0162,NGO,REG890260,"04/04, Chaudhari Road",Ahmedabad,Gujarat,India,Construction,Inactive,SRC009,0.85,2026-06-25 14:18:38,2026-07-18 01:18:38
O0163,Saxena Logistics,,Hospitality Business,REG632793,"13/063, Mander Path",Nagpur,Maharashtra,India,Technology,Under Review,SRC007,0.9,2025-05-26 23:10:16,2025-06-24 16:10:16
O0164,Khan Solutions,,Construction Company,REG351389,"H.No. 048, Varma Nagar",Jaipur,Rajasthan,India,Logistics,Under Review,SRC028,0.91,2025-06-30 17:37:50,2025-07-10 20:37:50
O0165,Chauhan Enterprises,,Manufacturing Firm,REG770858,"H.No. 98, Parsa Chowk",Hyderabad,Telangana,India,Finance,Inactive,SRC030,0.84,2025-05-30 15:20:33,2026-08-25 17:35:24
O0166,Saxena Enterprises,,Manufacturing Firm,REG446005,"493, Sharaf Circle",Pune,Maharashtra,India,Finance,Active,SRC006,0.96,2024-03-05 20:20:10,2024-07-28 16:28:42
O0167,Chauhan Logistics,,NGO,REG573823,"93, Manda Path",Vadodara,Gujarat,India,Retail,Active,SRC017,0.9,2026-01-05 22:02:08,2026-03-17 07:20:33
O0168,Joshi Industries,,Manufacturing Firm,REG404860,"H.No. 89, Oommen Nagar",Mumbai,Maharashtra,India,Hospitality,Inactive,SRC001,0.97,2026-04-16 08:06:14,2026-05-11 19:06:14
O0169,Verma Trading,,Security Agency,REG562732,"01/995, Randhawa Street",Hyderabad,Telangana,India,Transport,Inactive,SRC014,0.94,2024-03-13 22:02:55,2024-09-26 18:21:11
O0170,Patel Solutions,,Trading Firm,REG546724,"78/245, Samra Marg",Hyderabad,Telangana,India,Retail,Active,SRC006,0.82,2024-08-10 03:37:07,2024-09-03 15:37:07
O0171,Verma Industries,,Manufacturing Firm,REG955793,"H.No. 281, Hayre Marg",Surat,Gujarat,India,Hospitality,Under Review,SRC011,0.99,2026-03-19 07:50:17,2026-03-21 07:50:17
O0172,Mishra Solutions,,Trading Firm,REG769488,"173, Issac Ganj",Kanpur,Uttar Pradesh,India,Logistics,Active,SRC026,0.96,2026-08-25 00:50:00,2026-09-04 23:59:59
O0173,Joshi Transport,,Transport Company,REG327200,"83, Nath Marg",Gwalior,Madhya Pradesh,India,Technology,Active,SRC028,0.9,2025-03-11 07:41:01,2025-12-12 21:13:40
O0174,Sharma Logistics,,NGO,REG429038,"H.No. 503, Jayaraman Road",Jaipur,Rajasthan,India,Technology,Under Review,SRC001,0.95,2024-04-26 05:52:05,2026-04-05 19:24:26
O0175,Khan Transport,,Consultancy,REG302399,"23/56, Dasgupta Street",Indore,Madhya Pradesh,India,Logistics,Active,SRC029,0.97,2026-04-09 23:04:26,2026-04-13 11:04:26
O0176,Khan Industries,,Retail Business,REG997738,"571, Babu Street",Ujjain,Madhya Pradesh,India,Manufacturing,Active,SRC018,0.82,2026-05-15 12:11:23,2026-06-04 00:11:23
O0177,Tiwari Logistics,,Trading Firm,REG726773,"21/38, Agate Marg",Vadodara,Gujarat,India,Transport,Under Review,SRC019,0.95,2025-01-04 15:15:55,2025-01-13 02:15:55
O0178,Gupta Services,,Retail Business,REG137939,"870, Krishnan Street",Gwalior,Madhya Pradesh,India,Technology,Inactive,SRC004,0.91,2024-12-26 01:20:18,2025-01-15 16:20:18
O0179,Jain Industries,,Hospitality Business,REG658109,"107, Bhakta Marg",Hyderabad,Telangana,India,Manufacturing,Active,SRC017,0.88,2025-04-09 17:31:20,2025-04-29 21:31:20
O0180,Mehta Services,Org-0180,Logistics Company,REG773196,"H.No. 896, Mohan Chowk",Gurugram,Haryana,India,Transport,Under Review,SRC005,0.91,2024-09-13 18:19:03,2025-09-18 23:16:39
O0181,Khan Industries,,NGO,REG850139,"34/57, Ray Zila",Mumbai,Maharashtra,India,Technology,Active,SRC016,0.97,2025-11-13 02:08:11,2025-12-01 01:08:11
O0182,Deshmukh Services,Org-0182,Manufacturing Firm,REG330690,"63/360, Bumb Marg",Gwalior,Madhya Pradesh,India,Construction,Active,SRC003,0.94,2024-01-17 19:39:50,2025-11-08 13:18:18
O0183,Shah Enterprises,,Construction Company,REG144135,"231, Gupta Street",Nagpur,Maharashtra,India,Transport,Active,SRC022,0.81,2024-01-21 22:50:43,2026-05-16 09:49:38
O0184,Rathore Industries,,Consultancy,REG620121,"684, Karnik Chowk",Mumbai,Maharashtra,India,Technology,Under Review,SRC018,0.87,2026-08-29 08:59:51,2026-09-04 23:59:59
O0185,Yadav Enterprises,,Hospitality Business,REG518829,"90, Oommen Ganj",Jabalpur,Madhya Pradesh,India,Retail,Active,SRC023,0.97,2024-01-28 21:00:17,2025-12-05 23:52:50
O0186,Mishra Industries,,Construction Company,REG855829,"062, Oza Circle",Dewas,Madhya Pradesh,India,Logistics,Under Review,SRC008,0.97,2025-12-11 15:47:25,2025-12-26 16:31:53
O0187,Shah Industries,,Trading Firm,REG550181,"485, Bose Zila",Jaipur,Rajasthan,India,Technology,Inactive,SRC022,0.82,2025-10-03 10:01:37,2025-10-08 17:01:37
O0188,Patel Transport,,Trading Firm,REG668372,"21/14, Purohit Ganj",Gwalior,Madhya Pradesh,India,Retail,Active,SRC022,0.94,2025-04-27 04:22:10,2025-05-20 20:22:10
O0189,Deshmukh Industries,,Transport Company,REG305171,"346, Subramanian Marg",Pune,Maharashtra,India,Logistics,Active,SRC011,0.87,2025-02-20 22:04:33,2025-12-16 17:58:45
O0190,Rathore Transport,,Construction Company,REG162461,"30/07, Sodhi Ganj",Lucknow,Uttar Pradesh,India,Hospitality,Active,SRC008,0.82,2024-01-15 05:24:44,2026-05-26 07:00:14
O0191,Joshi Transport,,NGO,REG835171,"46, Kata Road",Ahmedabad,Gujarat,India,Retail,Active,SRC029,0.91,2025-05-08 20:51:27,2025-05-31 03:51:27
O0192,Patel Transport,,NGO,REG150753,"H.No. 70, Lata Road",Jaipur,Rajasthan,India,Transport,Inactive,SRC001,0.87,2026-05-25 09:45:11,2026-06-15 00:45:11
O0193,Mehta Trading,,Transport Company,REG931108,"H.No. 28, Pillai Ganj",Ujjain,Madhya Pradesh,India,Hospitality,Active,SRC017,0.82,2025-09-08 13:40:32,2025-09-24 07:40:32
O0194,Patel Solutions,,Logistics Company,REG365470,"42/109, Kaur Road",Nagpur,Maharashtra,India,Transport,Under Review,SRC026,0.95,2026-04-14 05:54:33,2026-04-20 14:54:33
O0195,Tiwari Solutions,Org-0195,Manufacturing Firm,REG623829,"79/489, Kata Circle",Bhopal,Madhya Pradesh,India,Retail,Inactive,SRC002,0.95,2024-01-07 10:01:18,2024-04-26 17:14:01
O0196,Jain Enterprises,,Retail Business,REG376417,"H.No. 807, Kannan Path",Kanpur,Uttar Pradesh,India,Transport,Under Review,SRC029,0.87,2026-08-30 18:14:13,2026-09-04 23:59:59
O0197,Sharma Transport,,Retail Business,REG968886,"76, Balakrishnan Nagar",Jaipur,Rajasthan,India,Logistics,Inactive,SRC027,0.83,2026-04-18 11:23:32,2026-05-12 01:23:32
O0198,Malhotra Enterprises,,Manufacturing Firm,REG684583,"09, Khatri Circle",Delhi,Delhi,India,Construction,Under Review,SRC020,0.92,2025-08-09 00:27:16,2025-08-10 08:27:16
O0199,Shah Solutions,Org-0199,Security Agency,REG248540,"H.No. 89, Hegde Road",Vadodara,Gujarat,India,Transport,Active,SRC010,0.83,2025-10-25 11:33:08,2025-11-19 05:33:08
O0200,Sharma Enterprises,,Consultancy,REG782143,"53/634, Buch Chowk",Bengaluru,Karnataka,India,Manufacturing,Inactive,SRC006,0.86,2026-06-29 13:08:15,2026-07-16 18:08:15
O0201,Tiwari Enterprises,,Hospitality Business,REG734199,"04/78, Padmanabhan Nagar",Mumbai,Maharashtra,India,Retail,Under Review,SRC026,0.87,2025-09-05 04:14:20,2026-02-19 22:30:45
O0202,Patel Services,,Security Agency,REG619432,"H.No. 52, Garg",Bhopal,Madhya Pradesh,India,Finance,Under Review,SRC021,0.88,2024-12-26 15:06:40,2024-12-30 14:06:40
O0203,Agarwal Solutions,,NGO,REG435721,"14/80, Sem Circle",Gurugram,Haryana,India,Logistics,Active,SRC026,0.98,2024-09-08 21:45:21,2025-07-10 08:58:26
O0204,Singh Transport,,Hospitality Business,REG188921,"89/310, Verma Path",Jaipur,Rajasthan,India,Retail,Inactive,SRC013,0.83,2026-05-14 19:40:13,2026-06-10 21:40:13
O0205,Chauhan Services,Org-0205,Transport Company,REG423424,"46/18, Butala Road",Kanpur,Uttar Pradesh,India,Finance,Inactive,SRC026,0.98,2025-01-08 19:10:55,2025-12-14 10:03:02
O0206,Deshmukh Solutions,,Hospitality Business,REG606584,"H.No. 17, Sethi Circle",Kanpur,Uttar Pradesh,India,Logistics,Active,SRC013,0.87,2026-01-12 07:59:42,2026-07-27 19:05:04
O0207,Rathore Solutions,,Security Agency,REG146981,"H.No. 566, Dayal Ganj",Dewas,Madhya Pradesh,India,Finance,Active,SRC029,0.87,2025-02-04 10:50:18,2025-03-04 22:50:18
O0208,Singh Trading,Org-0208,Construction Company,REG437944,"30, Oak Street",Gurugram,Haryana,India,Finance,Inactive,SRC006,0.98,2026-06-01 22:22:09,2026-06-08 09:22:09
O0209,Singh Enterprises,,Hospitality Business,REG971515,"65/35, Rajagopal Chowk",Surat,Gujarat,India,Logistics,Active,SRC017,0.86,2025-02-11 18:30:05,2025-03-23 19:19:12
O0210,Deshmukh Enterprises,,Trading Firm,REG574602,"03, Char Street",Lucknow,Uttar Pradesh,India,Finance,Active,SRC012,0.98,2024-04-18 04:59:35,2025-10-20 01:52:37
O0211,Joshi Industries,,Retail Business,REG867715,"H.No. 58, Butala Marg",Bhopal,Madhya Pradesh,India,Construction,Inactive,SRC007,0.95,2024-12-14 06:42:32,2024-12-23 01:42:32
O0212,Patel Transport,,Hospitality Business,REG117467,"H.No. 18, Bhatti Path",Mumbai,Maharashtra,India,Technology,Under Review,SRC027,0.92,2025-08-04 21:28:52,2025-08-05 17:28:52
O0213,Singh Trading,,Trading Firm,REG106950,"27/628, Bhardwaj",Ahmedabad,Gujarat,India,Retail,Active,SRC030,0.97,2025-05-12 05:57:30,2026-06-10 04:56:03
O0214,Malhotra Solutions,,Trading Firm,REG931342,"H.No. 059, Apte Marg",Nagpur,Maharashtra,India,Transport,Under Review,SRC021,0.95,2026-08-06 05:55:01,2026-08-14 23:55:01
O0215,Sharma Industries,,Consultancy,REG636864,"H.No. 73, Swaminathan Street",Nagpur,Maharashtra,India,Construction,Inactive,SRC023,0.97,2026-02-04 09:36:43,2026-02-18 13:36:43
O0216,Yadav Industries,,NGO,REG258471,"758, Chauhan Zila",Mumbai,Maharashtra,India,Transport,Active,SRC025,0.83,2025-02-18 12:16:15,2025-03-17 17:16:15
O0217,Mishra Transport,,Trading Firm,REG327552,"97/185, Dani Zila",Gwalior,Madhya Pradesh,India,Manufacturing,Under Review,SRC019,0.96,2024-09-18 03:49:42,2026-06-01 15:45:42
O0218,Mehta Transport,,Logistics Company,REG144705,"71, Jain Marg",Lucknow,Uttar Pradesh,India,Hospitality,Active,SRC028,0.86,2024-04-23 03:51:59,2024-11-03 08:44:36
O0219,Saxena Services,,Manufacturing Firm,REG891486,"09/62, Vaidya Chowk",Kota,Rajasthan,India,Hospitality,Active,SRC022,0.86,2025-12-31 17:14:35,2026-05-06 17:05:11
O0220,Rathore Services,,Retail Business,REG233689,"H.No. 891, Gala",Lucknow,Uttar Pradesh,India,Hospitality,Active,SRC025,0.93,2025-06-27 11:15:12,2025-10-29 18:15:03
O0221,Bansal Transport,,Consultancy,REG963989,"40/260, Kar Circle",Lucknow,Uttar Pradesh,India,Finance,Inactive,SRC010,0.86,2024-11-19 21:24:43,2025-06-24 05:52:47
O0222,Singh Solutions,,Retail Business,REG222426,"H.No. 35, Bhat Road",Dewas,Madhya Pradesh,India,Retail,Inactive,SRC017,0.93,2026-04-08 06:35:01,2026-06-23 04:42:48
O0223,Tiwari Logistics,,Transport Company,REG363995,"42/04, Patil",Dewas,Madhya Pradesh,India,Technology,Inactive,SRC008,0.91,2025-09-03 13:27:37,2026-06-17 15:43:02
O0224,Khan Transport,,Construction Company,REG107460,"76/75, Seth Marg",Lucknow,Uttar Pradesh,India,Transport,Inactive,SRC013,0.89,2024-11-03 07:18:55,2025-12-30 18:59:15
O0225,Chauhan Solutions,Org-0225,Construction Company,REG666582,"88, Muni Zila",Jaipur,Rajasthan,India,Manufacturing,Inactive,SRC011,0.93,2026-08-01 06:06:27,2026-08-30 05:16:04
O0226,Yadav Logistics,,Construction Company,REG158317,"24/13, Suresh Ganj",Lucknow,Uttar Pradesh,India,Manufacturing,Inactive,SRC007,0.81,2024-07-17 05:14:23,2026-02-20 07:01:55
O0227,Chauhan Transport,,Transport Company,REG207712,"40/819, Mukherjee Road",Mumbai,Maharashtra,India,Technology,Under Review,SRC005,0.88,2024-10-05 19:30:40,2025-07-09 03:41:39
O0228,Verma Services,,Trading Firm,REG369404,"084, Sibal Street",Gwalior,Madhya Pradesh,India,Transport,Active,SRC001,0.92,2024-08-15 07:51:55,2025-08-16 17:02:18
O0229,Sharma Industries,,Security Agency,REG400056,"21/57, Sangha Circle",Gwalior,Madhya Pradesh,India,Technology,Active,SRC019,0.95,2026-03-06 01:29:10,2026-03-21 02:29:10
O0230,Chauhan Enterprises,,Consultancy,REG427038,"82/961, Arora Street",Bengaluru,Karnataka,India,Transport,Active,SRC007,0.81,2026-02-07 08:06:27,2026-02-13 19:06:27
O0231,Rathore Logistics,,Retail Business,REG337797,"H.No. 019, Puri Nagar",Bengaluru,Karnataka,India,Construction,Active,SRC029,0.85,2024-06-02 13:40:10,2024-10-05 05:58:17
O0232,Yadav Trading,,Manufacturing Firm,REG590107,"122, Ravi Path",Hyderabad,Telangana,India,Logistics,Active,SRC001,0.94,2024-05-29 10:22:36,2024-10-09 14:05:25
O0233,Agarwal Trading,,Manufacturing Firm,REG728778,"29, Barad Street",Mumbai,Maharashtra,India,Manufacturing,Inactive,SRC024,0.94,2025-02-16 09:33:53,2026-06-17 13:26:53
O0234,Tiwari Solutions,,Trading Firm,REG869300,"H.No. 66, Bhagat Chowk",Vadodara,Gujarat,India,Retail,Inactive,SRC017,0.88,2026-06-16 10:12:54,2026-07-06 13:12:54
O0235,Patel Enterprises,,Construction Company,REG623387,"01, Prasad Nagar",Jabalpur,Madhya Pradesh,India,Transport,Active,SRC015,0.88,2026-08-03 09:55:19,2026-08-04 00:55:19
O0236,Bansal Trading,,Security Agency,REG711709,"H.No. 38, Dayal Circle",Pune,Maharashtra,India,Logistics,Active,SRC007,0.82,2026-08-14 18:55:50,2026-08-25 23:55:50
O0237,Khan Trading,,Retail Business,REG376864,"43/71, Soman Zila",Dewas,Madhya Pradesh,India,Logistics,Inactive,SRC001,0.86,2025-09-21 13:30:33,2025-10-15 21:30:33
O0238,Patel Enterprises,,NGO,REG328949,"69/117, Buch Circle",Mumbai,Maharashtra,India,Hospitality,Under Review,SRC015,0.86,2025-05-02 16:45:18,2025-05-29 18:45:18
O0239,Rathore Enterprises,Org-0239,Logistics Company,REG331924,"15/89, Wadhwa Zila",Gurugram,Haryana,India,Hospitality,Inactive,SRC014,0.96,2025-09-05 12:57:17,2025-09-25 21:57:17
O0240,Chauhan Logistics,Org-0240,Consultancy,REG495968,"37/84, Thakur Nagar",Vadodara,Gujarat,India,Finance,Active,SRC028,0.99,2025-09-22 09:05:17,2025-10-20 22:05:17
O0241,Patel Industries,,NGO,REG233231,"15, Goel Marg",Jabalpur,Madhya Pradesh,India,Retail,Under Review,SRC027,0.98,2026-01-11 00:12:33,2026-02-07 05:12:33
O0242,Mishra Industries,,Construction Company,REG604114,"H.No. 471, Manne",Lucknow,Uttar Pradesh,India,Transport,Inactive,SRC005,0.88,2024-02-13 08:32:38,2025-09-29 22:57:07
O0243,Deshmukh Trading,,Logistics Company,REG413906,"59/00, Sawhney Ganj",Mumbai,Maharashtra,India,Technology,Under Review,SRC019,0.99,2026-06-15 13:29:53,2026-06-19 21:29:53
O0244,Shah Trading,,Logistics Company,REG521838,"H.No. 463, Butala",Kota,Rajasthan,India,Hospitality,Under Review,SRC013,0.81,2024-02-22 14:45:02,2026-02-07 22:41:13
O0245,Tiwari Enterprises,,Trading Firm,REG290530,"42/378, Sehgal Ganj",Nagpur,Maharashtra,India,Construction,Inactive,SRC021,0.97,2026-08-16 19:03:06,2026-08-26 18:03:06
O0246,Joshi Transport,,Security Agency,REG706368,"H.No. 470, Dhingra Zila",Mumbai,Maharashtra,India,Retail,Active,SRC017,0.92,2025-01-18 03:20:32,2025-01-29 00:20:32
O0247,Saxena Logistics,,Security Agency,REG290123,"29, Rau Street",Kota,Rajasthan,India,Retail,Active,SRC028,0.87,2025-01-12 05:40:00,2025-01-15 19:40:00
O0248,Yadav Transport,,Consultancy,REG893921,"20, Kata Zila",Pune,Maharashtra,India,Logistics,Inactive,SRC018,0.93,2024-10-08 07:09:46,2026-04-25 03:55:38
O0249,Chauhan Enterprises,,NGO,REG199454,"87/630, Tella Street",Pune,Maharashtra,India,Retail,Under Review,SRC014,0.94,2025-01-18 08:24:07,2025-01-28 06:24:07
O0250,Saxena Enterprises,,NGO,REG945666,"H.No. 803, Raman Zila",Hyderabad,Telangana,India,Technology,Under Review,SRC030,0.85,2025-10-31 00:41:12,2025-11-12 02:41:12
O0251,Deshmukh Trading,,Transport Company,REG209472,"H.No. 91, Palla Ganj",Ujjain,Madhya Pradesh,India,Construction,Inactive,SRC007,0.97,2026-06-20 03:44:31,2026-06-26 01:44:31
O0252,Joshi Transport,,Consultancy,REG519167,"747, Virk Circle",Jaipur,Rajasthan,India,Manufacturing,Inactive,SRC017,0.89,2026-04-18 09:29:06,2026-05-09 21:29:06
O0253,Saxena Transport,,NGO,REG545797,"H.No. 59, Verma Zila",Gurugram,Haryana,India,Retail,Active,SRC027,0.95,2025-04-29 21:46:18,2025-05-10 04:46:18
O0254,Rathore Enterprises,,Trading Firm,REG713232,"917, Hora Street",Ujjain,Madhya Pradesh,India,Technology,Active,SRC025,0.95,2026-01-11 04:31:44,2026-01-26 21:31:44
O0255,Sharma Transport,,Security Agency,REG287858,"39/275, Chanda Road",Kanpur,Uttar Pradesh,India,Hospitality,Inactive,SRC028,0.82,2026-01-25 13:14:22,2026-05-07 23:18:21
O0256,Deshmukh Transport,Org-0256,Consultancy,REG990791,"H.No. 554, Bala Road",Mumbai,Maharashtra,India,Hospitality,Active,SRC012,0.96,2026-02-14 14:21:45,2026-03-06 05:21:45
O0257,Patel Logistics,Org-0257,Manufacturing Firm,REG211424,"55, Goswami Ganj",Bhopal,Madhya Pradesh,India,Technology,Inactive,SRC017,0.98,2024-10-13 23:53:54,2024-10-14 18:53:54
O0258,Agarwal Trading,,Hospitality Business,REG363312,"90, Banerjee Chowk",Ahmedabad,Gujarat,India,Manufacturing,Under Review,SRC006,0.94,2026-02-14 00:57:34,2026-03-02 06:57:34
O0259,Shah Transport,Org-0259,Logistics Company,REG861394,"91/41, Singhal Nagar",Nagpur,Maharashtra,India,Hospitality,Active,SRC026,0.98,2026-04-21 14:25:08,2026-05-01 09:25:08
O0260,Yadav Solutions,,Security Agency,REG980012,"96/75, Raja Ganj",Nagpur,Maharashtra,India,Retail,Inactive,SRC029,0.89,2026-06-09 12:13:30,2026-06-12 14:13:30
O0261,Sharma Services,,Manufacturing Firm,REG499392,"H.No. 57, Manda",Lucknow,Uttar Pradesh,India,Manufacturing,Under Review,SRC008,0.87,2024-05-15 22:05:34,2026-04-18 06:41:05
O0262,Verma Transport,,Trading Firm,REG147243,"37, Ganesan Ganj",Dewas,Madhya Pradesh,India,Finance,Active,SRC015,0.83,2026-05-28 09:11:50,2026-06-27 03:11:50
O0263,Jain Solutions,,Retail Business,REG633638,"724, Mahal Road",Ahmedabad,Gujarat,India,Hospitality,Under Review,SRC019,0.88,2025-07-08 00:53:49,2025-08-01 18:53:49
O0264,Malhotra Enterprises,,Consultancy,REG208588,"269, Bora Path",Dewas,Madhya Pradesh,India,Technology,Inactive,SRC030,0.93,2024-10-09 06:30:05,2026-05-13 15:52:06
O0265,Gupta Trading,,Consultancy,REG589585,"92, Bhasin Nagar",Bengaluru,Karnataka,India,Logistics,Active,SRC004,0.93,2025-07-18 03:17:22,2026-01-25 13:16:46
O0266,Deshmukh Logistics,,Consultancy,REG808761,"85/340, Sundaram Street",Ahmedabad,Gujarat,India,Manufacturing,Active,SRC021,0.95,2026-06-05 14:37:09,2026-06-12 20:37:09
O0267,Sharma Industries,,Hospitality Business,REG632651,"897, Saran Nagar",Kota,Rajasthan,India,Technology,Inactive,SRC017,0.9,2025-10-07 14:04:30,2025-10-27 17:04:30
O0268,Tiwari Services,,Logistics Company,REG892920,"48, Ramanathan",Kanpur,Uttar Pradesh,India,Technology,Under Review,SRC020,0.89,2026-03-21 19:24:58,2026-04-02 13:24:58
O0269,Bansal Services,,Consultancy,REG970269,"37, Date Marg",Vadodara,Gujarat,India,Transport,Active,SRC023,0.97,2024-09-12 19:16:36,2024-09-16 21:16:36
O0270,Malhotra Enterprises,,Logistics Company,REG276387,"99/318, Menon Nagar",Kota,Rajasthan,India,Hospitality,Active,SRC005,0.89,2025-10-11 04:47:54,2026-01-25 19:46:12
O0271,Mishra Industries,,Retail Business,REG723407,"H.No. 505, Nath Zila",Gurugram,Haryana,India,Hospitality,Inactive,SRC024,0.86,2025-07-23 14:40:34,2025-08-11 17:24:26
O0272,Chauhan Services,,Manufacturing Firm,REG763762,"H.No. 356, Shenoy Street",Delhi,Delhi,India,Transport,Inactive,SRC024,0.81,2026-08-09 09:22:22,2026-08-27 17:22:22
O0273,Jain Enterprises,,Security Agency,REG435246,"H.No. 500, Chaudhary",Vadodara,Gujarat,India,Logistics,Under Review,SRC021,0.82,2025-04-17 08:25:47,2025-05-14 13:25:47
O0274,Saxena Trading,,Construction Company,REG729686,"728, Shenoy Zila",Indore,Madhya Pradesh,India,Logistics,Under Review,SRC024,0.85,2025-04-14 21:19:21,2025-12-26 23:01:43
O0275,Deshmukh Services,,Transport Company,REG772853,"98/84, Sathe Chowk",Lucknow,Uttar Pradesh,India,Transport,Inactive,SRC029,0.81,2024-12-19 16:42:44,2025-01-11 10:42:44
O0276,Saxena Enterprises,,Logistics Company,REG910394,"H.No. 45, Sama Zila",Delhi,Delhi,India,Manufacturing,Under Review,SRC001,0.87,2024-10-17 21:25:29,2025-12-26 08:16:21
O0277,Gupta Trading,,Retail Business,REG522485,"83/67, Baria Nagar",Kanpur,Uttar Pradesh,India,Construction,Active,SRC024,0.92,2025-07-31 02:23:31,2025-08-21 01:23:31
O0278,Mishra Transport,,NGO,REG144983,"86/82, Swaminathan Circle",Pune,Maharashtra,India,Transport,Active,SRC016,0.84,2025-12-11 13:52:03,2025-12-13 23:52:03
O0279,Verma Industries,,Trading Firm,REG468834,"88/72, Ben Ganj",Mumbai,Maharashtra,India,Logistics,Under Review,SRC029,0.87,2025-10-30 07:21:34,2025-11-20 20:21:34
O0280,Malhotra Industries,Org-0280,Trading Firm,REG148118,"86, Raghavan Zila",Dewas,Madhya Pradesh,India,Finance,Inactive,SRC012,0.9,2024-11-04 02:15:32,2025-06-23 06:30:20
O0281,Yadav Solutions,,Transport Company,REG311907,"30/093, Gala Street",Kanpur,Uttar Pradesh,India,Transport,Inactive,SRC015,0.85,2024-01-22 03:49:08,2024-10-11 09:53:56
O0282,Malhotra Solutions,,Hospitality Business,REG552862,"H.No. 667, Thaker Street",Kota,Rajasthan,India,Logistics,Active,SRC007,0.96,2024-08-21 21:46:01,2026-01-29 04:17:45
O0283,Rathore Trading,,Manufacturing Firm,REG749415,"10/282, Rau",Jabalpur,Madhya Pradesh,India,Manufacturing,Inactive,SRC004,0.86,2024-07-14 19:30:38,2025-12-31 15:50:19
