event_id,event_type,event_name,description,start_timestamp,end_timestamp,location_id,case_id,primary_entity_type,primary_entity_id,source_id,evidence_id,confidence_score,created_at
E00237,ARREST,Event 00237,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-18 00:09:50,2024-11-18 04:04:50,L00556,,PERSON,P02375,SRC013,EV03674,0.73,2025-05-08 18:42:12
E00238,TRAVEL,Event 00238,Quia facilis error ad natus hic consequuntur nulla.,2025-12-14 10:42:03,2025-12-14 13:01:03,L00126,C00491,PERSON,P00091,SRC003,EV02876,0.75,2026-06-05 03:32:45
E00239,SURVEILLANCE,Event 00239,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-25 05:44:14,2025-06-25 15:38:14,L00016,C00963,PERSON,P00956,SRC016,EV01879,0.8,2024-05-05 23:21:53
E00240,INCIDENT,Event 00240,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-03-31 18:18:00,2026-04-01 00:59:00,L00159,C00400,PERSON,P00829,SRC008,EV04133,0.77,2025-12-02 23:43:12
E00241,CRIME,Event 00241,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-01-26 07:27:57,2026-01-26 15:28:57,L00626,C00395,PERSON,P03474,SRC025,EV03717,0.93,2024-04-15 05:51:56
E00242,SURVEILLANCE,Event 00242,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-13 00:53:00,2025-08-13 05:32:00,L01726,C01006,PERSON,P02289,SRC011,EV03809,0.77,2025-07-28 20:06:37
E00243,INCIDENT,Event 00243,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-03-12 14:09:06,2024-03-12 17:21:06,L01531,,PERSON,P02857,SRC019,EV04705,0.87,2024-09-19 01:12:53
E00244,ARREST,Event 00244,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-06 00:39:49,2024-12-06 09:04:49,L00488,,PERSON,P03188,SRC020,EV00408,0.78,2024-02-22 19:11:47
E00245,SURVEILLANCE,Event 00245,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-18 05:44:33,2025-04-18 15:18:33,L01881,C00432,PERSON,P01007,SRC010,EV03748,0.85,2026-05-10 07:41:10
E00246,SURVEILLANCE,Event 00246,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-18 07:18:00,2026-04-18 08:09:00,L00370,C00380,PERSON,P02290,SRC025,EV00996,0.78,2024-07-13 08:43:33
E00247,ARREST,Event 00247,A magnam sit nostrum aut beatae distinctio distinctio aliquid rem aliquid omnis deleniti commodi a.,2026-02-12 17:34:00,2026-02-13 04:44:00,L02037,C00186,PERSON,P00914,SRC023,EV01352,0.95,2025-02-12 08:21:43
E00248,TRAVEL,Event 00248,Consectetur eius accusantium id velit nam natus optio alias fugiat enim ipsam omnis corrupti.,2024-07-08 07:35:42,2024-07-08 19:35:42,L00071,C00001,PERSON,P03935,SRC028,EV00643,0.94,2024-08-30 00:07:13
E00249,SURVEILLANCE,Event 00249,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-11-01 22:55:23,2025-11-02 08:39:23,L02484,C01117,PERSON,P02715,SRC005,EV02571,0.89,2026-01-16 15:27:53
E00250,SURVEILLANCE,Event 00250,Itaque sapiente neque atque veniam tenetur aut quam sequi earum vero beatae.,2025-11-06 19:51:22,2025-11-06 22:15:22,L01907,C01148,PERSON,P03559,SRC015,EV01142,0.88,2024-02-25 18:33:01
E00251,TRAVEL,Event 00251,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-05 13:58:25,2025-08-05 17:59:25,L02404,C00484,PERSON,P02128,SRC022,EV01340,0.81,2024-04-25 03:34:49
E00252,TRAVEL,Event 00252,Nemo eius veritatis quasi earum consectetur incidunt autem eius.,2024-10-13 12:29:47,2024-10-13 18:45:47,L01757,C00326,PERSON,P00914,SRC021,EV01574,0.85,2026-07-02 15:56:49
E00253,TRAVEL,Event 00253,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-28 12:23:52,2025-02-28 18:23:52,L00871,C00832,PERSON,P03611,SRC003,EV02372,0.97,2025-01-19 23:30:32
E00254,TRAVEL,Event 00254,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-11 14:16:08,2025-12-11 14:35:08,L01707,,PERSON,P02260,SRC003,EV02110,0.71,2026-07-21 05:51:29
E00255,CRIME,Event 00255,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-28 09:20:24,2025-03-28 20:12:24,L00353,,PERSON,P03642,SRC028,EV03294,0.79,2026-08-19 10:12:23
E00256,INCIDENT,Event 00256,Ab hic nam ratione enim odit itaque placeat minima odio nihil qui temporibus reiciendis quam.,2024-06-27 06:37:18,2024-06-27 13:09:18,L01916,,PERSON,P02569,SRC002,EV04464,0.94,2026-06-28 20:49:50
E00257,MEETING,Event 00257,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-29 21:18:04,2026-04-29 23:20:04,L01969,,PERSON,P03495,SRC026,EV04938,0.91,2025-08-04 23:40:01
E00258,CRIME,Event 00258,A et aperiam provident fugiat nisi quisquam esse sint eaque.,2024-12-07 16:16:46,2024-12-07 16:54:46,L01720,C01066,PERSON,P02665,SRC030,EV04344,0.91,2025-09-15 11:54:54
E00259,TRAVEL,Event 00259,Maxime fugit sed quas expedita non maxime veritatis non consequuntur iste.,2025-01-22 03:13:57,2025-01-22 09:26:57,L01127,C00761,PERSON,P02840,SRC022,EV01990,0.81,2025-07-30 15:26:49
E00260,SURVEILLANCE,Event 00260,Commodi quisquam tempora ratione voluptatibus quam voluptate qui.,2026-06-26 08:35:47,2026-06-26 19:04:47,L02393,C01116,PERSON,P02221,SRC006,EV00384,0.76,2025-07-14 05:32:13
E00261,TRANSACTION,Event 00261,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-10 14:27:51,2024-12-10 23:21:51,L01371,C00975,PERSON,P02469,SRC001,EV02498,0.82,2024-11-01 01:17:34
E00262,CRIME,Event 00262,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-04 03:59:47,2025-03-04 12:43:47,L00881,C01145,PERSON,P03456,SRC002,EV01617,0.8,2024-11-22 01:28:51
E00263,SURVEILLANCE,Event 00263,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-19 13:10:18,2026-04-19 13:33:18,L01297,C01069,PERSON,P03112,SRC023,EV02581,0.96,2025-07-30 08:50:04
E00264,TRAVEL,Event 00264,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-16 22:30:27,2024-07-17 08:26:27,L00718,C00122,PERSON,P03521,SRC003,EV03136,0.78,2024-01-21 18:53:39
E00265,TRAVEL,Event 00265,Optio minus omnis debitis quam illum asperiores reprehenderit.,2026-01-25 19:07:51,2026-01-26 00:22:51,L02193,C00396,PERSON,P00190,SRC010,EV03693,0.93,2024-12-08 01:39:11
E00266,INCIDENT,Event 00266,Ullam quo optio commodi ut nulla eos alias maxime itaque nemo deserunt aliquam magnam eius.,2025-05-01 06:16:01,2025-05-01 13:46:01,L02305,,PERSON,P01777,SRC028,EV01792,0.98,2026-07-06 19:33:52
E00267,TRAVEL,Event 00267,Deserunt autem tenetur tenetur ratione dignissimos veritatis iure.,2025-12-26 02:37:11,2025-12-26 12:58:11,L00122,C01135,PERSON,P03692,SRC022,EV00620,0.91,2025-03-13 12:36:01
E00268,CRIME,Event 00268,Ipsam minima earum beatae culpa iste possimus.,2024-10-13 17:17:51,2024-10-14 00:39:51,L01625,,PERSON,P01327,SRC009,EV00225,0.87,2026-03-03 19:49:46
E00269,INCIDENT,Event 00269,Molestias pariatur inventore nostrum harum sed eum.,2025-08-08 18:59:32,2025-08-09 04:40:32,L00347,C01144,PERSON,P00245,SRC023,EV01447,0.97,2026-03-04 11:47:41
E00270,MEETING,Event 00270,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-06 22:58:15,2024-06-07 05:58:15,L01379,C00923,PERSON,P02920,SRC015,EV02357,0.72,2024-08-29 00:19:57
E00271,ARREST,Event 00271,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-15 22:49:18,2024-06-16 04:21:18,L01503,C00149,PERSON,P03769,SRC028,EV02374,0.83,2024-07-15 04:40:48
E00272,MEETING,Event 00272,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-18 08:41:35,2025-09-18 16:33:35,L02145,C00429,PERSON,P01486,SRC029,EV02064,0.92,2024-05-17 12:42:50
E00273,SURVEILLANCE,Event 00273,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-16 14:44:14,2026-02-16 16:24:14,L02067,C00620,PERSON,P03470,SRC021,EV00766,0.94,2026-07-09 20:55:17
E00274,TRAVEL,Event 00274,Autem unde ea asperiores nam tempore amet nemo ipsam quod molestiae.,2026-04-26 05:15:45,2026-04-26 08:27:45,L01547,C01092,PERSON,P02245,SRC024,EV03006,0.71,2026-01-02 17:33:10
E00275,CRIME,Event 00275,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-10-02 09:20:57,2025-10-02 15:27:57,L01347,C00161,PERSON,P00396,SRC030,EV01904,0.91,2024-08-02 16:40:42
E00276,SURVEILLANCE,Event 00276,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-03-10 06:12:51,2024-03-10 15:07:51,L02182,C00707,PERSON,P03340,SRC001,EV03169,0.8,2025-12-15 08:14:54
E00277,CRIME,Event 00277,Pariatur reiciendis aliquam harum animi ad commodi asperiores totam voluptatibus fugit alias ducimus eveniet.,2025-08-26 15:50:16,2025-08-26 19:22:16,L02002,,PERSON,P01787,SRC020,EV00658,0.72,2024-02-01 08:22:03
E00278,ARREST,Event 00278,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-11-25 07:06:27,2024-11-25 12:34:27,L00344,C00150,PERSON,P03282,SRC028,EV01743,0.91,2026-08-01 22:48:38
E00279,MEETING,Event 00279,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-08-22 03:08:43,2025-08-22 10:29:43,L00754,C00363,PERSON,P02646,SRC024,EV02064,0.95,2026-05-11 04:34:55
E00280,CRIME,Event 00280,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-24 17:05:21,2026-02-24 18:16:21,L02158,,PERSON,P00108,SRC011,EV01646,0.79,2024-12-04 09:21:52
E00281,ARREST,Event 00281,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-30 17:59:40,2026-08-31 04:08:40,L00288,C00553,PERSON,P02109,SRC007,EV03807,0.88,2025-06-27 17:02:55
E00282,SURVEILLANCE,Event 00282,Hic laudantium assumenda ipsam provident ducimus tempore temporibus.,2026-02-21 14:29:26,2026-02-21 15:45:26,L00869,C00377,PERSON,P03454,SRC001,EV04868,0.89,2024-04-11 02:27:09
E00283,INCIDENT,Event 00283,Veniam nisi voluptatum saepe porro reprehenderit eveniet voluptate totam voluptatibus numquam.,2025-04-07 15:41:58,2025-04-07 19:50:58,L01174,,PERSON,P00061,SRC028,EV03549,0.71,2024-05-11 11:37:55
E00284,MEETING,Event 00284,Asperiores aliquid unde qui incidunt facilis labore aliquam quisquam porro.,2025-08-01 08:33:11,2025-08-01 11:51:11,L02421,C00041,PERSON,P03367,SRC030,EV04408,0.94,2025-11-04 21:44:06
E00285,TRAVEL,Event 00285,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-12 14:57:48,2025-02-13 02:30:48,L01173,C01127,PERSON,P01038,SRC013,EV02321,0.72,2024-07-29 12:38:01
E00286,TRAVEL,Event 00286,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-12-16 15:34:30,2025-12-17 02:47:30,L00335,C00464,PERSON,P01679,SRC022,EV02006,0.93,2024-06-15 19:27:03
E00287,CRIME,Event 00287,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-27 13:28:55,2025-03-27 19:50:55,L00624,C01186,PERSON,P03608,SRC004,EV03964,0.71,2024-11-10 05:20:45
E00288,CRIME,Event 00288,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-31 00:04:14,2024-08-31 05:10:14,L00396,C00228,PERSON,P01172,SRC009,EV02528,0.88,2024-10-23 06:08:27
E00289,SURVEILLANCE,Event 00289,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-29 23:40:25,2024-08-30 06:50:25,L00824,C00430,PERSON,P00053,SRC030,EV03160,0.94,2026-07-19 00:37:41
E00290,TRAVEL,Event 00290,Rerum neque provident dignissimos vitae labore illum quo sequi.,2024-06-13 23:22:44,2024-06-14 10:37:44,L01788,C00345,PERSON,P01301,SRC018,EV00117,0.71,2024-02-19 00:26:34
E00291,TRAVEL,Event 00291,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-01-07 14:22:16,2024-01-07 19:57:16,L00385,C00375,PERSON,P01216,SRC024,EV03043,0.78,2024-12-05 01:25:44
E00292,INCIDENT,Event 00292,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-03 07:02:20,2025-07-03 16:52:20,L02368,C00240,PERSON,P03593,SRC001,EV02226,0.85,2024-12-23 16:37:24
E00293,CRIME,Event 00293,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-13 21:42:07,2024-07-13 23:35:07,L00802,,PERSON,P00798,SRC008,EV04007,0.82,2025-10-14 18:30:59
E00294,TRANSACTION,Event 00294,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-02-18 09:48:41,2026-02-18 12:14:41,L02490,C00591,PERSON,P03428,SRC001,EV03292,0.92,2025-06-23 10:08:21
E00295,SURVEILLANCE,Event 00295,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-26 07:59:41,2026-04-26 13:42:41,L02157,C01155,PERSON,P00535,SRC006,EV02424,0.74,2026-02-13 03:45:21
E00296,TRAVEL,Event 00296,Accusantium itaque nemo necessitatibus molestiae aliquid perferendis reprehenderit modi nemo neque nostrum.,2026-07-13 02:20:43,2026-07-13 12:26:43,L01872,C00106,PERSON,P00954,SRC002,EV00282,0.93,2024-09-25 02:30:41
E00297,SURVEILLANCE,Event 00297,Qui laborum placeat architecto eos libero facere illum accusamus.,2024-06-05 09:42:36,2024-06-05 19:31:36,L01452,C00055,PERSON,P02112,SRC018,EV04537,0.81,2026-05-13 12:27:17
E00298,TRANSACTION,Event 00298,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-05-02 11:16:11,2026-05-02 20:37:11,L00445,,PERSON,P03854,SRC001,EV04277,0.86,2026-01-23 11:15:42
E00299,SURVEILLANCE,Event 00299,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-09-16 05:33:34,2025-09-16 12:53:34,L01944,C01196,PERSON,P01237,SRC009,EV01513,0.83,2024-06-12 04:34:01
E00300,ARREST,Event 00300,Veritatis fugit inventore vero eius neque quisquam accusamus.,2025-01-10 20:48:56,2025-01-11 07:19:56,L00574,,PERSON,P02060,SRC007,EV03235,0.83,2026-07-02 06:22:22
E00301,INCIDENT,Event 00301,Distinctio deleniti aut officia placeat tenetur odio ipsam totam iste.,2024-04-16 12:49:47,2024-04-16 17:02:47,L01884,C01033,PERSON,P02203,SRC005,EV02710,0.83,2024-11-15 07:52:39
E00302,MEETING,Event 00302,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-08 13:42:18,2024-09-08 15:33:18,L01350,,PERSON,P03531,SRC003,EV01651,0.97,2025-01-14 23:08:12
E00303,CRIME,Event 00303,Temporibus illum voluptatibus excepturi aut laborum quod nam a dignissimos deserunt corrupti porro tempora perferendis explicabo.,2025-09-28 03:46:20,2025-09-28 11:06:20,L01150,C01163,PERSON,P01211,SRC018,EV04179,0.92,2025-06-23 20:59:23
E00304,TRAVEL,Event 00304,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-18 20:36:04,2024-07-19 04:17:04,L02188,C01071,PERSON,P03348,SRC004,EV00989,0.78,2026-01-25 17:16:19
E00305,MEETING,Event 00305,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-08-12 04:22:06,2026-08-12 06:36:06,L01430,,PERSON,P03466,SRC016,EV00796,0.73,2024-12-01 13:48:17
E00306,CRIME,Event 00306,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-05-02 13:02:28,2024-05-02 21:46:28,L01517,C00866,PERSON,P03618,SRC010,EV02371,0.71,2026-05-01 15:46:29
E00307,TRANSACTION,Event 00307,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-26 08:39:58,2024-06-26 10:05:58,L01398,C00162,PERSON,P01899,SRC003,EV01625,0.75,2024-09-26 15:13:05
E00308,MEETING,Event 00308,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-19 01:11:19,2025-01-19 01:29:19,L00727,C00315,PERSON,P02677,SRC014,EV01622,0.97,2025-04-02 19:20:14
E00309,SURVEILLANCE,Event 00309,Enim molestias labore ab consequuntur facere quas consectetur atque nobis optio.,2025-08-20 22:31:29,2025-08-21 07:57:29,L00153,C00954,PERSON,P01194,SRC019,EV02021,0.84,2026-03-22 23:40:46
E00310,TRAVEL,Event 00310,Commodi veritatis nulla iusto ut eaque facilis veritatis natus esse sint eligendi aut itaque repellat.,2024-09-26 01:34:18,2024-09-26 09:35:18,L02118,,PERSON,P03277,SRC013,EV02777,0.98,2024-08-09 18:31:59
E00311,INCIDENT,Event 00311,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-31 03:38:23,2026-07-31 09:23:23,L00613,,PERSON,P01029,SRC006,EV02620,0.75,2026-05-22 23:59:07
E00312,SURVEILLANCE,Event 00312,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-24 03:08:30,2025-05-24 09:28:30,L00202,C00470,PERSON,P01402,SRC006,EV03373,0.83,2024-05-29 11:15:21
E00313,CRIME,Event 00313,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-06-12 14:05:53,2025-06-12 22:30:53,L00850,,PERSON,P02902,SRC030,EV04784,0.74,2025-03-31 07:05:55
E00314,ARREST,Event 00314,Culpa nobis illo totam qui harum numquam eaque architecto occaecati rem suscipit culpa eum unde eum.,2025-06-07 22:32:21,2025-06-08 05:06:21,L02362,,PERSON,P03630,SRC030,EV00890,0.87,2025-11-29 02:56:45
E00315,TRANSACTION,Event 00315,Molestias quod aut eum debitis tempore sed reprehenderit impedit inventore laborum minima qui laborum nihil.,2024-07-11 09:55:23,2024-07-11 12:48:23,L02046,C00111,PERSON,P02054,SRC026,EV01311,0.82,2024-08-27 05:47:01
E00316,TRAVEL,Event 00316,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-10 07:56:34,2024-07-10 17:02:34,L01085,C00578,PERSON,P03838,SRC021,EV04541,0.94,2025-10-07 04:42:26
E00317,TRAVEL,Event 00317,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-11-14 20:29:09,2025-11-15 07:34:09,L00571,,PERSON,P00171,SRC030,EV01511,0.81,2026-08-08 20:09:59
E00318,CRIME,Event 00318,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-19 10:02:38,2024-04-19 20:13:38,L01964,C00367,PERSON,P02885,SRC022,EV03205,0.92,2024-01-16 22:29:19
E00319,SURVEILLANCE,Event 00319,Vero consectetur aut laborum explicabo ab unde autem enim dignissimos sint non et culpa.,2024-10-19 15:47:12,2024-10-19 15:58:12,L02151,C01067,PERSON,P00496,SRC030,EV01179,0.85,2025-02-15 09:03:51
E00320,MEETING,Event 00320,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-14 07:51:10,2025-04-14 10:24:10,L00956,C00744,PERSON,P01248,SRC026,EV04404,0.78,2024-09-07 20:49:57
E00321,TRANSACTION,Event 00321,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-07-25 23:30:38,2026-07-26 10:06:38,L00642,C00808,PERSON,P00586,SRC025,EV01365,0.81,2024-03-29 08:14:50
E00322,TRAVEL,Event 00322,Hic non consequatur enim odio adipisci soluta deleniti cum facilis repellendus.,2025-01-27 03:03:37,2025-01-27 10:07:37,L01586,,PERSON,P01688,SRC011,EV01443,0.73,2024-08-14 14:39:26
E00323,MEETING,Event 00323,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-02-21 10:39:49,2025-02-21 14:01:49,L01333,C00200,PERSON,P03300,SRC015,EV02136,0.71,2024-04-20 07:41:36
E00324,CRIME,Event 00324,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-06-10 17:30:52,2026-06-11 04:29:52,L02008,C00745,PERSON,P00995,SRC018,EV04215,0.88,2026-04-06 16:17:17
E00325,CRIME,Event 00325,Veniam cumque rerum neque assumenda veritatis enim explicabo.,2025-04-18 06:06:39,2025-04-18 14:14:39,L01675,,PERSON,P02563,SRC004,EV01007,0.84,2026-04-22 15:12:39
E00326,INCIDENT,Event 00326,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-07-22 05:39:37,2025-07-22 16:28:37,L00936,C00426,PERSON,P02186,SRC002,EV03082,0.84,2026-02-06 09:12:14
E00327,MEETING,Event 00327,Nam nisi eius aliquam possimus in sequi earum.,2025-05-31 07:05:00,2025-05-31 10:52:00,L00451,,PERSON,P02533,SRC016,EV02426,0.92,2025-02-13 06:11:52
E00328,CRIME,Event 00328,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-04-19 16:36:44,2024-04-19 19:12:44,L01366,C00768,PERSON,P02473,SRC008,EV04982,0.91,2026-01-25 04:43:04
E00329,MEETING,Event 00329,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-10-08 22:38:20,2024-10-09 03:38:20,L01721,C00352,PERSON,P02602,SRC017,EV03504,0.89,2026-06-26 02:51:30
E00330,MEETING,Event 00330,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-03-07 04:55:13,2025-03-07 05:21:13,L02230,C00288,PERSON,P03773,SRC011,EV04611,0.81,2025-03-18 21:24:43
E00331,SURVEILLANCE,Event 00331,Synthetic surveillance event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-06 19:22:22,2025-05-06 20:32:22,L01663,,PERSON,P02730,SRC019,EV00414,0.78,2026-04-19 02:26:45
E00332,MEETING,Event 00332,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-04-02 10:43:48,2025-04-02 15:41:48,L01712,C01195,PERSON,P00731,SRC018,EV00227,0.91,2026-08-09 00:51:13
E00333,TRAVEL,Event 00333,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2026-04-06 02:39:47,2026-04-06 08:54:47,L02128,,PERSON,P01959,SRC019,EV01319,0.92,2024-03-31 17:59:27
E00334,MEETING,Event 00334,Vitae aliquam nemo inventore ex inventore placeat veritatis fuga.,2026-04-17 09:24:25,2026-04-17 13:02:25,L01184,C00474,PERSON,P01049,SRC020,EV00473,0.95,2025-11-10 14:52:55
E00335,CRIME,Event 00335,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-04 21:40:59,2024-09-05 00:48:59,L01844,C00943,PERSON,P03411,SRC011,EV03476,0.78,2024-08-13 22:06:59
E00336,ARREST,Event 00336,Synthetic arrest event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-05-02 15:32:08,2025-05-02 22:20:08,L02444,C00684,PERSON,P02233,SRC017,EV02735,0.71,2026-05-10 01:54:02
E00337,TRANSACTION,Event 00337,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-10 18:52:51,2024-02-11 01:08:51,L00220,C00407,PERSON,P01305,SRC012,EV03901,0.97,2026-04-22 04:59:20
E00338,SURVEILLANCE,Event 00338,Id pariatur qui occaecati cumque in iusto.,2024-07-12 06:48:57,2024-07-12 18:48:57,L00981,C00750,PERSON,P00492,SRC029,EV00252,0.83,2024-06-26 06:24:09
E00339,INCIDENT,Event 00339,Synthetic incident event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-10-06 06:56:21,2024-10-06 08:46:21,L01359,,PERSON,P03809,SRC022,EV01482,0.8,2026-03-10 06:06:31
E00340,TRANSACTION,Event 00340,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2025-01-30 14:15:20,2025-01-30 15:09:20,L02108,C00235,PERSON,P02638,SRC006,EV03967,0.74,2024-05-13 15:30:00
E00341,MEETING,Event 00341,Synthetic meeting event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-02-01 11:39:23,2024-02-01 18:34:23,L02339,,PERSON,P00731,SRC018,EV01956,0.73,2024-10-19 05:52:14
E00342,ARREST,Event 00342,Ratione accusamus occaecati illo deleniti ullam mollitia dignissimos odit neque delectus quibusdam reprehenderit.,2026-03-10 20:43:36,2026-03-11 05:35:36,L00616,C00131,PERSON,P03805,SRC028,EV04250,0.76,2024-11-18 17:52:29
E00343,CRIME,Event 00343,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-08-06 12:05:58,2024-08-06 13:20:58,L01207,C00087,PERSON,P03414,SRC012,EV01749,0.75,2025-01-02 04:35:39
E00344,TRANSACTION,Event 00344,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-07-18 22:27:26,2024-07-19 07:36:26,L01103,C01035,PERSON,P01035,SRC005,EV00012,0.89,2024-08-06 06:09:14
E00345,TRANSACTION,Event 00345,Synthetic transaction event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-12-04 19:42:03,2024-12-05 04:27:03,L02120,C00014,PERSON,P03107,SRC009,EV03668,0.86,2024-04-27 23:18:51
E00346,INCIDENT,Event 00346,Illo et voluptatibus totam fugit ea natus.,2026-08-06 22:10:20,2026-08-07 01:55:20,L01998,,PERSON,P01422,SRC007,EV00587,0.92,2026-08-01 06:54:24
E00347,CRIME,Event 00347,Synthetic crime event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-09-22 07:35:49,2024-09-22 12:50:49,L01305,,PERSON,P03517,SRC024,EV03635,0.93,2024-03-05 12:59:32
E00348,TRAVEL,Event 00348,Synthetic travel event record describing an observed investigative activity. It is intended for temporal and graph-analysis testing.,2024-06-30 22:36:20,2024-07-01 03:35:20,L01151,,PERSON,P03638,SRC003,EV02871,0.84,2024-05-17 07:16:22
