crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR00265,C01119,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-16,12:11:40,L02415,Low,Coordinated calls,Reported,DOC00738,0.89,2025-03-12 00:58:32,2026-07-30 19:08:34
CR00266,C00301,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-31,18:24:19,L00101,Medium,False identity,Confirmed,DOC02221,0.72,2025-09-24 06:16:58,2025-11-06 09:47:49
CR00267,C00133,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-17,04:07:42,L01728,Critical,False identity,Closed,DOC02356,0.89,2024-08-03 11:14:30,2026-04-27 21:58:55
CR00268,C01015,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-26,16:35:29,L01778,Low,Forged documents,Reported,DOC01963,0.95,2024-09-24 12:15:07,2026-05-19 20:20:35
CR00269,C00367,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-08,15:37:00,L01155,Medium,Coordinated calls,Closed,DOC01769,0.92,2025-09-16 08:47:51,2025-10-03 10:47:51
CR00270,C00612,Forgery,Cyber,Asperiores id a voluptates est magnam itaque placeat rerum vitae perspiciatis eius.,2026-04-24,15:52:01,L02128,Critical,Vehicle-based movement,Closed,DOC02492,0.79,2024-03-12 23:39:23,2026-04-21 05:40:44
CR00271,C00360,Illegal Gambling,Financial,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-07,03:34:33,L02204,Low,False identity,Under Investigation,DOC02969,0.76,2026-08-15 16:43:09,2026-09-04 23:59:59
CR00272,C00489,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-24,21:03:14,L02231,High,Coordinated calls,Under Investigation,DOC00755,0.92,2025-06-21 01:22:48,2026-03-13 17:20:43
CR00273,C00842,Extortion,Property,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-05,09:56:49,L01638,Medium,Forged documents,Reported,DOC00130,0.9,2025-02-02 06:01:17,2025-03-04 11:28:42
CR00274,C00787,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-28,22:28:37,L02265,High,Vehicle-based movement,Closed,DOC01782,0.74,2024-03-16 00:38:01,2025-09-05 05:08:46
CR00275,C00645,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-21,17:30:00,L00502,High,Online impersonation,Confirmed,DOC02104,0.94,2025-01-14 21:46:13,2025-01-23 06:46:13
CR00276,C00390,Smuggling,Property,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-05,01:39:40,L02408,Critical,Coordinated calls,Confirmed,DOC02494,0.74,2024-09-15 04:16:56,2025-06-04 15:04:44
CR00277,C00717,Money Laundering,Cyber,Dicta adipisci repudiandae voluptates possimus alias quidem provident.,2025-07-06,21:36:48,L01157,High,Coordinated calls,Under Investigation,DOC02450,0.92,2025-08-14 06:04:30,2025-09-06 13:04:30
CR00278,C01036,Cybercrime,Property,Et excepturi natus eligendi nisi eveniet facere mollitia id quos perferendis asperiores magni quisquam laudantium laboriosam illo qui.,2024-12-11,15:55:12,L00549,Low,Layered transactions,Closed,DOC00019,0.91,2025-09-20 16:06:13,2025-10-16 00:06:13
CR00279,C00998,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-17,07:36:57,L01663,High,Online impersonation,Closed,DOC01378,0.85,2026-04-17 23:18:35,2026-06-28 19:00:19
CR00280,C00312,Robbery,Property,Eligendi unde culpa expedita odit vero et numquam vel recusandae.,2025-09-01,17:51:57,L00288,Low,Forged documents,Closed,DOC02908,0.91,2025-10-10 08:16:01,2025-10-12 09:16:01
CR00281,C00772,Vehicle Theft,Property,Fuga suscipit pariatur libero saepe pariatur laudantium quibusdam maxime illum sint error iste adipisci.,2024-03-24,20:21:30,L01647,Medium,Forged documents,Reported,DOC01453,0.96,2025-08-16 00:23:07,2025-08-27 04:23:07
CR00282,C01194,Assault,Financial,Hic porro repellat impedit consectetur beatae facere reprehenderit fugiat ratione magnam saepe maxime reiciendis harum.,2026-03-27,19:00:28,L00475,Critical,Coordinated calls,Confirmed,DOC00679,0.97,2024-05-07 07:22:16,2024-12-07 18:56:40
CR00283,C00515,Smuggling,Violent,Occaecati nemo a quisquam rem minus perspiciatis commodi.,2024-10-09,21:29:12,L00011,Critical,Coordinated calls,Confirmed,DOC02545,0.91,2025-08-07 22:05:00,2025-09-01 11:05:00
CR00284,C00313,Money Laundering,Organized,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-11,06:18:16,L02054,Low,Online impersonation,Reported,DOC01097,0.86,2026-04-26 08:22:12,2026-05-13 19:22:12
CR00285,C00107,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-22,05:11:07,L00494,Critical,Vehicle-based movement,Confirmed,DOC01229,0.77,2024-06-08 09:22:31,2025-12-11 16:53:30
CR00286,C00987,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-01,03:01:33,L01683,Low,Online impersonation,Confirmed,DOC00635,0.91,2024-12-19 17:12:11,2026-05-10 06:47:12
CR00287,C00209,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-24,09:15:47,L00212,Low,Layered transactions,Closed,DOC00899,0.76,2024-07-15 09:44:25,2025-10-11 08:04:41
CR00288,C00363,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-14,12:09:55,L02198,Low,Vehicle-based movement,Confirmed,DOC01728,0.86,2026-05-04 18:22:04,2026-05-07 07:22:04
CR00289,C00896,Vehicle Theft,Property,Tempore perspiciatis corporis sunt laudantium laudantium cupiditate tempora pariatur veritatis.,2025-04-04,15:57:16,L02296,High,Coordinated calls,Confirmed,DOC00222,0.85,2024-05-06 20:05:34,2026-03-09 10:48:00
CR00290,C00260,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-28,12:21:00,L01472,High,Forged documents,Closed,DOC01166,0.95,2026-02-04 07:11:12,2026-02-27 11:11:12
CR00291,C01053,Robbery,Cyber,Temporibus ullam consectetur sint maxime iure magni provident nemo aperiam architecto ex porro voluptates iusto cupiditate debitis.,2024-05-11,18:30:40,L01231,High,Coordinated calls,Closed,DOC02019,0.84,2025-01-17 12:48:37,2026-07-03 15:21:31
CR00292,C00105,Smuggling,Property,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-30,09:06:16,L01673,High,False identity,Closed,DOC01750,0.92,2026-06-16 04:27:58,2026-07-15 02:27:58
CR00293,C00938,Extortion,Violent,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-17,01:13:16,L01727,Medium,Forged documents,Closed,DOC00137,0.79,2026-04-19 16:53:01,2026-05-03 13:53:01
CR00294,C01142,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-09,07:38:48,L01864,Critical,False identity,Closed,DOC00981,0.88,2026-02-03 20:31:45,2026-02-06 17:31:45
CR00295,C00647,Smuggling,Organized,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-16,00:27:05,L02334,High,Coordinated calls,Confirmed,DOC02785,0.94,2024-05-29 05:55:39,2025-09-01 18:02:12
CR00296,C00319,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-19,19:28:16,L02273,Critical,Online impersonation,Under Investigation,DOC01079,0.94,2025-11-01 23:27:35,2025-11-29 16:27:35
CR00297,C01153,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-03,04:42:13,L02002,Critical,Forged documents,Closed,DOC02809,0.77,2026-05-05 08:53:15,2026-05-24 00:53:15
CR00298,C00032,Assault,Organized,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-09,19:22:58,L00323,Medium,Coordinated calls,Closed,DOC01053,0.82,2025-06-27 08:41:09,2025-07-08 13:41:09
CR00299,C00580,Cybercrime,Financial,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-19,14:25:22,L02161,High,Coordinated calls,Reported,DOC01697,0.75,2026-02-23 20:32:27,2026-03-07 15:32:27
CR00300,C00188,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-09,22:35:09,L02014,Medium,Forged documents,Reported,DOC02549,0.82,2025-07-29 05:41:55,2026-03-04 21:03:39
CR00301,C00764,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-23,10:13:19,L01651,Low,Forged documents,Confirmed,DOC01663,0.74,2026-08-22 03:04:10,2026-09-04 11:04:10
CR00302,C00204,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-08,03:19:38,L01076,High,False identity,Under Investigation,DOC02687,0.94,2026-03-25 09:42:49,2026-07-24 16:41:18
CR00303,C00009,Money Laundering,Violent,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-19,01:23:11,L01135,Medium,Layered transactions,Reported,DOC01405,0.73,2024-04-19 13:35:18,2024-04-24 14:35:18
CR00304,C00262,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-12,19:31:51,L01938,Critical,Layered transactions,Reported,DOC01284,0.73,2025-01-01 19:19:53,2025-01-25 21:19:53
CR00305,C00166,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-14,01:14:00,L00280,High,False identity,Confirmed,DOC00955,0.77,2026-03-20 23:21:29,2026-03-23 19:21:29
CR00306,C01078,Assault,Financial,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-21,16:39:02,L01450,Low,Coordinated calls,Confirmed,DOC01115,0.96,2024-09-11 01:11:40,2025-12-30 15:12:47
CR00307,C00120,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-20,13:58:48,L02156,Medium,Coordinated calls,Reported,DOC02900,0.78,2025-04-18 15:13:31,2025-05-08 20:13:31
CR00308,C01098,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-27,06:51:49,L01364,Medium,False identity,Under Investigation,DOC00285,0.96,2026-01-05 01:01:50,2026-01-29 05:01:50
CR00309,C01018,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-12,01:39:54,L01701,Critical,Forged documents,Reported,DOC00483,0.95,2025-01-31 00:46:21,2026-05-02 22:26:11
CR00310,C00110,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-04,02:02:33,L00894,High,Vehicle-based movement,Under Investigation,DOC00704,0.91,2025-05-23 09:22:53,2025-06-06 23:22:53
CR00311,C01044,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-07,19:39:08,L02374,Low,Layered transactions,Closed,DOC02335,0.77,2024-10-03 08:46:12,2024-10-13 05:46:12
CR00312,C00765,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-17,20:24:15,L00755,Critical,Forged documents,Closed,DOC00084,0.73,2025-06-02 13:50:47,2025-11-13 13:43:57
CR00313,C00204,Burglary,Property,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-07,00:27:45,L02288,Medium,Coordinated calls,Under Investigation,DOC02600,0.73,2026-07-28 07:52:23,2026-08-07 08:52:23
CR00314,C00857,Smuggling,Organized,Quasi asperiores aliquam voluptate vero debitis at atque occaecati hic ipsam rerum repudiandae deserunt alias.,2024-11-05,16:57:19,L00002,Critical,Layered transactions,Reported,DOC00724,0.84,2024-10-11 14:52:20,2024-10-23 16:52:20
CR00315,C00162,Extortion,Financial,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-07,01:38:01,L01391,High,Forged documents,Closed,DOC02656,0.96,2024-11-24 03:20:03,2025-02-07 10:14:17
CR00316,C00573,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-30,23:32:57,L01482,Critical,Coordinated calls,Reported,DOC00021,0.77,2026-07-28 23:15:34,2026-08-27 22:15:34
CR00317,C01038,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-05,01:11:22,L01716,Low,Layered transactions,Closed,DOC01128,0.94,2024-09-04 06:12:49,2024-11-30 17:11:36
CR00318,C00278,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-30,22:10:52,L02186,Medium,False identity,Confirmed,DOC02591,0.78,2026-06-23 08:04:29,2026-07-08 13:04:29
CR00319,C00348,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-10,15:06:04,L00337,Low,Coordinated calls,Closed,DOC00568,0.77,2026-08-27 00:58:16,2026-09-04 23:59:59
CR00320,C00053,Forgery,Violent,Sit suscipit provident commodi deleniti quo aut deleniti ex.,2025-12-06,01:46:13,L01603,Medium,Forged documents,Closed,DOC01157,0.8,2026-01-02 08:28:54,2026-01-16 19:28:54
CR00321,C00253,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-21,22:33:50,L00603,Low,Vehicle-based movement,Under Investigation,DOC01358,0.83,2026-07-10 15:24:29,2026-07-14 18:24:29
CR00322,C00604,Smuggling,Violent,Possimus sequi quis beatae voluptatum quasi inventore veritatis iure molestiae assumenda fugiat.,2025-07-16,11:47:19,L01185,Low,False identity,Reported,DOC00228,0.97,2024-12-25 19:29:09,2025-01-10 03:29:09
CR00323,C00737,Cybercrime,Violent,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-07,18:59:44,L00488,Low,Forged documents,Closed,DOC02663,0.9,2026-08-30 04:09:50,2026-09-04 23:59:59
CR00324,C01181,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-29,00:06:21,L01240,Medium,Coordinated calls,Under Investigation,DOC01238,0.85,2026-03-10 04:25:05,2026-03-14 17:25:05
CR00325,C00256,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-06,17:13:41,L01926,Medium,Vehicle-based movement,Closed,DOC01454,0.91,2025-03-24 13:23:14,2025-04-17 05:23:14
CR00326,C00361,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-08,04:34:26,L00531,High,Vehicle-based movement,Confirmed,DOC00114,0.81,2024-05-16 04:57:48,2025-09-26 14:52:35
CR00327,C00628,Assault,Financial,Et in mollitia soluta totam reprehenderit velit fugit pariatur quam omnis non.,2026-02-28,20:30:52,L00019,Low,Layered transactions,Confirmed,DOC00956,0.82,2025-05-08 14:16:10,2026-01-22 07:42:39
CR00328,C00671,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-31,09:04:29,L01166,Medium,Layered transactions,Confirmed,DOC01520,0.78,2024-06-18 20:26:07,2024-07-06 01:26:07
CR00329,C00868,Assault,Cyber,Maxime maxime cum facilis est veniam error placeat nihil.,2024-06-15,13:50:11,L02391,Medium,Vehicle-based movement,Confirmed,DOC01704,0.85,2024-05-07 22:46:20,2024-09-26 01:13:47
CR00330,C00205,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-24,11:39:31,L01100,Medium,Coordinated calls,Reported,DOC01747,0.97,2026-07-27 15:13:48,2026-08-02 00:04:15
CR00331,C00461,Cybercrime,Cyber,In fugiat a repellendus quasi fugit ex in odio fuga.,2026-07-31,12:08:12,L00017,Medium,Forged documents,Reported,DOC00853,0.83,2025-09-22 19:11:51,2025-09-29 08:11:51
CR00332,C00673,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-07,08:11:01,L00206,High,Online impersonation,Closed,DOC01657,0.84,2024-01-27 21:50:52,2026-05-07 18:19:05
CR00333,C00356,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2025-11-11,00:10:22,L00830,Low,Forged documents,Closed,DOC01412,0.84,2026-02-18 00:55:59,2026-02-28 21:55:59
CR00334,C00004,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-07,02:32:10,L00482,Medium,False identity,Under Investigation,DOC01085,0.73,2025-01-15 07:25:13,2026-05-15 07:27:45
CR00335,C00332,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-03,01:42:00,L02016,Critical,Forged documents,Under Investigation,DOC02952,0.79,2026-06-13 16:37:03,2026-07-06 21:37:03
CR00336,C01154,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-25,07:02:44,L00535,High,Online impersonation,Under Investigation,DOC02993,0.84,2026-03-06 04:33:05,2026-03-13 19:33:05
CR00337,C01094,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-13,15:31:18,L00701,High,Forged documents,Closed,DOC00883,0.81,2025-12-06 00:30:09,2025-12-25 16:30:09
CR00338,C00936,Smuggling,Financial,Laboriosam maiores sequi iusto laudantium dignissimos in odio natus modi necessitatibus eligendi illum esse commodi est assumenda.,2024-12-19,01:28:25,L00398,Low,Coordinated calls,Reported,DOC02830,0.82,2024-08-25 06:22:12,2025-10-15 01:05:41
CR00339,C00316,Robbery,Financial,Ipsa cupiditate quasi facere deleniti neque expedita reiciendis atque quasi distinctio ea culpa aliquam ad consectetur earum voluptates minus.,2025-12-15,15:51:23,L01340,Critical,Layered transactions,Closed,DOC00839,0.92,2025-11-24 05:56:31,2025-12-19 19:56:31
CR00340,C00418,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-29,04:41:47,L00549,Medium,False identity,Reported,DOC00478,0.84,2024-06-18 00:08:37,2025-11-29 10:12:58
CR00341,C00742,Smuggling,Violent,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-01-21,03:37:18,L00897,Medium,False identity,Closed,DOC02779,0.75,2024-10-16 16:17:36,2024-12-01 17:36:59
CR00342,C00751,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-17,07:40:37,L01058,High,Forged documents,Reported,DOC01856,0.85,2024-01-15 12:24:29,2025-10-13 22:14:10
CR00343,C00088,Fraud,Cyber,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-21,11:59:29,L00356,High,Online impersonation,Under Investigation,DOC01797,0.74,2026-05-02 09:44:02,2026-05-15 07:44:02
CR00344,C00747,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-06,00:26:47,L02295,Critical,Vehicle-based movement,Closed,DOC02275,0.74,2024-02-04 22:58:57,2025-11-30 03:26:33
CR00345,C00008,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-18,15:15:26,L00568,High,Forged documents,Reported,DOC00028,0.76,2025-10-25 15:30:06,2025-10-31 01:30:06
CR00346,C00200,Smuggling,Organized,Repellat adipisci autem a deserunt omnis laudantium nulla porro veritatis.,2025-01-07,05:54:03,L01400,Low,Online impersonation,Closed,DOC01138,0.86,2025-02-26 09:33:07,2025-11-11 10:57:44
CR00347,C00824,Smuggling,Property,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-22,15:12:20,L00358,High,Coordinated calls,Confirmed,DOC02070,0.96,2026-04-09 15:54:16,2026-04-25 05:54:16
CR00348,C00809,Smuggling,Cyber,Iure magnam soluta commodi iure cumque veniam culpa sit.,2025-03-05,09:38:17,L01693,Critical,Online impersonation,Closed,DOC00475,0.88,2024-06-27 13:58:55,2024-09-06 23:58:26
CR00349,C00677,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-19,13:35:35,L02028,High,Forged documents,Closed,DOC01709,0.88,2026-04-20 17:10:49,2026-05-07 06:10:49
CR00350,C00675,Robbery,Financial,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-02,06:58:27,L02453,Medium,Layered transactions,Reported,DOC01981,0.96,2024-04-19 11:12:27,2025-04-16 18:12:57
CR00351,C00378,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-03,23:51:29,L01170,High,Online impersonation,Under Investigation,DOC02411,0.77,2024-09-24 21:34:32,2025-01-07 22:39:37
CR00352,C00039,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-23,18:53:00,L00407,Critical,Online impersonation,Closed,DOC01791,0.95,2024-05-26 14:01:39,2025-05-04 19:57:03
CR00353,C01142,Fraud,Property,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-02,16:41:12,L01153,Low,Vehicle-based movement,Reported,DOC01610,0.84,2024-09-12 09:09:51,2025-12-18 16:42:15
CR00354,C00244,Cybercrime,Financial,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-03,04:19:26,L01493,Low,Online impersonation,Reported,DOC02536,0.81,2024-11-13 16:52:44,2024-11-29 16:52:44
CR00355,C00967,Illegal Gambling,Violent,Expedita rerum laboriosam provident officia placeat nihil occaecati enim reiciendis delectus ducimus.,2024-10-17,09:47:39,L00947,Medium,False identity,Reported,DOC02536,0.91,2026-02-05 02:14:41,2026-02-13 11:14:41
CR00356,C01020,Extortion,Violent,Sunt enim porro consequuntur amet ex in tempore aperiam nisi.,2026-05-10,14:47:29,L02069,Medium,Layered transactions,Confirmed,DOC01640,0.83,2025-01-16 02:17:35,2026-06-07 22:45:32
CR00357,C00004,Forgery,Property,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-16,11:59:33,L00105,Critical,Coordinated calls,Under Investigation,DOC00271,0.91,2025-01-10 17:14:25,2025-03-06 10:43:37
CR00358,C00145,Burglary,Financial,Occaecati in iure sit odio magnam quia nisi recusandae.,2025-09-07,08:48:41,L01648,Critical,False identity,Reported,DOC02417,0.96,2024-12-12 03:17:16,2024-12-14 02:17:16
CR00359,C01182,Burglary,Financial,Voluptatibus assumenda reprehenderit voluptates tenetur maiores vitae nihil illo minus iste.,2024-01-22,04:43:04,L02052,Low,Layered transactions,Confirmed,DOC01828,0.97,2024-08-20 15:33:35,2025-05-09 23:29:56
CR00360,C00987,Smuggling,Property,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-20,10:48:15,L00756,Low,False identity,Confirmed,DOC01632,0.91,2026-07-26 07:29:48,2026-08-06 23:29:48
CR00361,C01195,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-07,18:40:18,L02295,Low,False identity,Reported,DOC01477,0.92,2025-04-25 17:33:39,2025-11-05 04:10:10
CR00362,C00753,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-17,11:54:25,L02391,Low,Layered transactions,Under Investigation,DOC00102,0.73,2026-01-08 22:11:22,2026-02-06 08:11:22
CR00363,C00055,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-01,18:25:10,L00095,High,Forged documents,Confirmed,DOC02837,0.79,2024-02-17 19:18:16,2024-04-16 21:16:24
CR00364,C00501,Fraud,Organized,Ut molestias cumque itaque accusamus culpa saepe consectetur modi amet porro aliquid nihil eveniet maiores ut.,2024-03-30,11:44:44,L01934,High,Online impersonation,Confirmed,DOC00054,0.83,2025-07-14 20:57:23,2025-08-01 06:57:23
CR00365,C00011,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-17,04:24:59,L01903,Medium,Vehicle-based movement,Under Investigation,DOC00048,0.87,2025-06-01 15:39:45,2025-06-08 13:03:23
CR00366,C00041,Assault,Property,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-05,05:57:25,L01079,Medium,Coordinated calls,Reported,DOC01378,0.78,2026-05-07 05:21:05,2026-05-07 22:34:46
CR00367,C00512,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-21,11:26:30,L00182,High,Coordinated calls,Closed,DOC02862,0.93,2024-06-24 21:47:32,2026-04-07 02:52:55
CR00368,C01029,Smuggling,Organized,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-05,12:11:48,L00114,Low,Forged documents,Confirmed,DOC02233,0.77,2024-04-12 02:00:32,2024-04-25 15:00:32
CR00369,C00241,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-26,19:29:35,L01613,Critical,False identity,Under Investigation,DOC00524,0.8,2025-09-13 04:30:49,2025-09-27 18:30:49
CR00370,C00839,Forgery,Violent,Molestias iusto aliquam asperiores pariatur corporis vitae temporibus nisi aliquid.,2025-08-07,17:24:45,L01881,High,Forged documents,Confirmed,DOC02525,0.76,2025-06-11 10:16:04,2025-07-01 16:16:04
CR00371,C00991,Cybercrime,Property,Provident aperiam nemo cupiditate nulla ipsam adipisci asperiores totam debitis architecto beatae neque iusto quibusdam.,2024-06-22,15:50:55,L00859,High,Layered transactions,Closed,DOC02718,0.76,2025-02-24 01:47:11,2026-08-26 07:15:38
CR00372,C00362,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-06-05,16:55:31,L00181,Low,Layered transactions,Under Investigation,DOC00359,0.86,2025-09-05 15:32:54,2025-09-30 22:32:54
